App name,Date,Time,Duration
Screen off (locked),12/31/18,12:21:59,00:08:33
Screen on (locked),12/31/18,12:30:32,00:00:02
Screen on (unlocked),12/31/18,12:30:34,00:00:02
Google,12/31/18,12:30:37,00:00:01
Viber,12/31/18,12:30:38,00:00:13
Instagram,12/31/18,12:30:51,00:05:17
Google,12/31/18,12:36:08,00:00:02
Screen off (locked),12/31/18,12:36:10,00:06:24
Screen on (locked),12/31/18,12:42:34,00:00:00
Screen on (unlocked),12/31/18,12:42:35,00:00:02
Google,12/31/18,12:42:36,00:00:10
Lite,12/31/18,12:42:46,00:05:41
Google,12/31/18,12:48:27,00:00:03
Screen off (locked),12/31/18,12:48:29,00:00:26
Screen on (locked),12/31/18,12:48:55,00:00:02
Screen on (unlocked),12/31/18,12:48:57,00:00:00
Google,12/31/18,12:48:57,00:00:01
Snapchat,12/31/18,12:48:58,00:00:12
Google,12/31/18,12:49:10,00:00:02
Screen off (locked),12/31/18,12:49:12,00:10:04
Screen on (locked),12/31/18,12:59:16,00:00:02
Screen off (locked),12/31/18,12:59:18,00:02:51
Screen on (locked),12/31/18,13:02:09,00:00:02
Screen off (locked),12/31/18,13:02:11,00:00:18
Screen on (locked),12/31/18,13:02:29,00:00:02
Screen on (unlocked),12/31/18,13:02:30,00:00:03
Google,12/31/18,13:02:33,00:00:09
Instagram,12/31/18,13:02:42,00:21:15
Google,12/31/18,13:23:59,00:00:13
Twitter,12/31/18,13:24:11,00:01:43
Google,12/31/18,13:25:54,00:00:36
Screen off (locked),12/31/18,13:26:30,00:01:00
Screen on (locked),12/31/18,13:27:30,00:00:00
Screen on (unlocked),12/31/18,13:27:30,00:00:01
Google,12/31/18,13:27:31,00:00:01
WhatsApp,12/31/18,13:27:31,00:02:28
Google,12/31/18,13:29:59,00:00:02
Screen off (locked),12/31/18,13:30:01,00:01:42
Screen on (locked),12/31/18,13:31:43,00:00:05
Screen on (unlocked),12/31/18,13:31:48,00:00:00
Google,12/31/18,13:31:48,00:00:10
WhatsApp,12/31/18,13:31:59,00:00:57
Google,12/31/18,13:32:56,00:00:03
Screen off (locked),12/31/18,13:32:59,00:00:03
Screen on (locked),12/31/18,13:33:02,00:00:06
Screen off (locked),12/31/18,13:33:08,00:03:39
Screen on (locked),12/31/18,13:36:47,00:00:01
Screen on (unlocked),12/31/18,13:36:48,00:00:00
Google,12/31/18,13:36:48,00:00:10
Clock,12/31/18,13:36:58,00:00:00
Google,12/31/18,13:36:58,00:00:01
WhatsApp,12/31/18,13:36:59,00:00:14
Screen off (locked),12/31/18,13:37:12,00:18:53
Screen on (locked),12/31/18,13:56:05,00:00:01
Google,12/31/18,13:56:07,00:00:13
Screen off (locked),12/31/18,13:56:20,00:06:47
Screen on (locked),12/31/18,14:03:06,00:00:01
Screen on (unlocked),12/31/18,14:03:07,00:00:00
WhatsApp,12/31/18,14:03:08,00:00:04
Screen off (locked),12/31/18,14:03:12,00:00:12
Screen off,12/31/18,14:03:24,00:00:00
Screen on (unlocked),12/31/18,14:03:24,00:00:01
WhatsApp,12/31/18,14:03:25,00:01:03
Contacts,12/31/18,14:04:28,00:00:07
Google,12/31/18,14:04:35,00:00:03
Google Pay,12/31/18,14:04:38,00:00:18
Screen off (locked),12/31/18,14:04:56,00:05:24
Screen off,12/31/18,14:10:19,00:00:00
Screen on (unlocked),12/31/18,14:10:19,00:00:01
Google Pay,12/31/18,14:10:20,00:00:02
Google,12/31/18,14:10:22,00:00:02
Screen off (locked),12/31/18,14:10:24,00:03:59
Screen on (locked),12/31/18,14:14:23,00:00:00
Screen on (unlocked),12/31/18,14:14:24,00:00:00
Google,12/31/18,14:14:24,00:00:04
Messenger,12/31/18,14:14:28,00:00:01
Google,12/31/18,14:14:29,00:00:26
Google Pay,12/31/18,14:14:55,00:01:16
Google,12/31/18,14:16:10,00:00:02
Google,12/31/18,14:16:18,00:00:01
Contacts,12/31/18,14:16:19,00:00:11
Google,12/31/18,14:16:30,00:00:01
WhatsApp,12/31/18,14:16:31,00:00:06
Google Pay,12/31/18,14:16:38,00:00:20
Screen off (locked),12/31/18,14:16:58,00:00:18
Screen on (locked),12/31/18,14:17:15,00:00:01
Screen on (unlocked),12/31/18,14:17:17,00:00:00
Google Pay,12/31/18,14:17:17,00:00:42
Google Play services,12/31/18,14:17:59,00:00:08
Google,12/31/18,14:18:07,00:00:02
Chrome,12/31/18,14:18:10,00:00:09
Google,12/31/18,14:18:18,00:00:02
Screen off (locked),12/31/18,14:18:21,00:02:31
Screen on (locked),12/31/18,14:20:52,00:00:01
Screen on (unlocked),12/31/18,14:20:53,00:00:00
Google,12/31/18,14:20:53,00:00:01
Chrome,12/31/18,14:20:54,00:00:10
Gmail,12/31/18,14:21:04,00:00:04
Google,12/31/18,14:21:08,00:00:02
Clock,12/31/18,14:21:10,00:00:01
Gmail,12/31/18,14:21:13,00:00:01
Google,12/31/18,14:21:15,00:00:07
Chrome,12/31/18,14:21:22,00:00:14
Google,12/31/18,14:21:36,00:00:01
WhatsApp,12/31/18,14:21:36,00:00:30
Google,12/31/18,14:22:06,00:00:01
Instagram,12/31/18,14:22:07,00:00:07
Google,12/31/18,14:22:15,00:00:21
Settings,12/31/18,14:22:36,00:00:18
Google,12/31/18,14:22:55,00:00:05
Google Pay,12/31/18,14:23:00,00:00:27
Google Play services,12/31/18,14:23:27,00:00:02
Google Pay,12/31/18,14:23:29,00:00:30
Google,12/31/18,14:23:59,00:00:02
WhatsApp,12/31/18,14:24:01,00:00:23
Google Pay,12/31/18,14:24:24,00:00:54
Google,12/31/18,14:25:18,00:00:14
WhatsApp,12/31/18,14:25:32,00:00:17
Google,12/31/18,14:25:49,00:00:13
WhatsApp,12/31/18,14:26:01,00:00:14
Google,12/31/18,14:26:15,00:00:05
Screen off (locked),12/31/18,14:26:21,00:00:46
Screen on (locked),12/31/18,14:27:07,00:00:00
Screen on (unlocked),12/31/18,14:27:07,00:00:01
Google,12/31/18,14:27:08,00:00:01
Google Play Music,12/31/18,14:27:08,00:00:07
Google,12/31/18,14:27:15,00:00:04
Clock,12/31/18,14:27:19,00:00:04
Google,12/31/18,14:27:24,00:00:02
Google Play Music,12/31/18,14:27:25,00:00:20
Screen off (locked),12/31/18,14:27:46,00:24:17
Screen on (locked),12/31/18,14:52:03,00:00:17
Screen off (locked),12/31/18,14:52:19,00:12:42
Screen on (locked),12/31/18,15:05:01,00:00:03
Clock,12/31/18,15:05:04,00:00:10
Screen on (unlocked),12/31/18,15:05:14,00:00:00
Google Play Music,12/31/18,15:05:14,00:00:01
Google,12/31/18,15:05:16,00:00:15
Clock,12/31/18,15:05:30,00:00:06
Google,12/31/18,15:05:36,00:00:02
Screen off (locked),12/31/18,15:05:38,00:04:23
Screen on (locked),12/31/18,15:10:01,00:00:01
Clock,12/31/18,15:10:02,00:00:07
Google,12/31/18,15:10:09,00:00:22
Screen off (locked),12/31/18,15:10:30,00:01:26
Screen on (locked),12/31/18,15:11:56,00:00:01
Screen on (unlocked),12/31/18,15:11:57,00:00:00
Google,12/31/18,15:11:57,00:00:01
Google Play Music,12/31/18,15:11:59,00:00:02
Google,12/31/18,15:12:01,00:00:11
Google,12/31/18,15:12:15,00:00:01
Screen off (locked),12/31/18,15:12:16,00:07:06
Screen on (locked),12/31/18,15:19:22,00:00:00
Screen on (unlocked),12/31/18,15:19:23,00:00:01
Google,12/31/18,15:19:23,00:00:15
Settings,12/31/18,15:19:38,00:00:41
Google,12/31/18,15:20:19,00:00:03
Screen off (locked),12/31/18,15:20:21,00:00:15
Screen on (locked),12/31/18,15:20:36,00:00:01
Screen on (unlocked),12/31/18,15:20:37,00:00:00
Google,12/31/18,15:20:37,00:00:01
Phone,12/31/18,15:20:38,00:00:28
Contacts,12/31/18,15:21:06,00:00:06
Phone,12/31/18,15:21:12,00:00:01
Contacts,12/31/18,15:21:13,00:00:18
Google,12/31/18,15:21:33,00:00:03
Screen off (locked),12/31/18,15:21:36,00:00:20
Screen off,12/31/18,15:21:56,00:00:00
Screen on (unlocked),12/31/18,15:21:56,00:00:01
Google,12/31/18,15:21:57,00:00:02
Screen off (locked),12/31/18,15:21:59,00:01:17
Screen on (locked),12/31/18,15:23:16,00:00:00
Screen on (unlocked),12/31/18,15:23:16,00:00:00
Google,12/31/18,15:23:17,00:00:21
WhatsApp,12/31/18,15:23:37,00:00:50
Google,12/31/18,15:24:28,00:00:01
Instagram,12/31/18,15:24:28,00:00:25
Google,12/31/18,15:24:53,00:00:03
Google Pay,12/31/18,15:24:56,00:00:18
Google,12/31/18,15:25:16,00:00:07
Screen off (locked),12/31/18,15:25:23,00:11:55
Screen on (locked),12/31/18,15:37:18,00:00:02
Screen on (unlocked),12/31/18,15:37:20,00:00:00
Google,12/31/18,15:37:21,00:00:03
WhatsApp,12/31/18,15:37:24,00:00:16
Google,12/31/18,15:37:41,00:00:02
Screen off (locked),12/31/18,15:37:42,00:15:00
Screen on (locked),12/31/18,15:52:42,00:00:27
Screen off (locked),12/31/18,15:53:09,00:07:06
Screen on (locked),12/31/18,16:00:15,00:00:33
Camera,12/31/18,16:00:48,00:00:46
Screen off (locked),12/31/18,16:01:34,00:09:01
Screen on (locked),12/31/18,16:10:35,00:00:02
Screen on (unlocked),12/31/18,16:10:37,00:00:00
Google,12/31/18,16:10:37,00:00:01
WhatsApp,12/31/18,16:10:38,00:00:12
Google,12/31/18,16:10:52,00:00:04
Photos,12/31/18,16:10:56,00:00:39
Google,12/31/18,16:11:37,00:00:03
Screen off (locked),12/31/18,16:11:40,00:01:52
Screen on (locked),12/31/18,16:13:32,00:00:00
Screen on (unlocked),12/31/18,16:13:32,00:00:00
Google,12/31/18,16:13:32,00:01:07
Chrome,12/31/18,16:14:39,00:00:13
Google,12/31/18,16:14:52,00:00:01
WhatsApp,12/31/18,16:14:53,00:02:13
Google,12/31/18,16:17:08,00:00:03
Screen off (locked),12/31/18,16:17:10,00:04:44
Screen on (locked),12/31/18,16:21:54,00:00:01
Screen off (locked),12/31/18,16:21:56,00:15:40
Screen on (locked),12/31/18,16:37:36,00:00:01
Screen on (unlocked),12/31/18,16:37:37,00:00:00
Google,12/31/18,16:37:38,00:00:39
Instagram,12/31/18,16:38:16,00:00:04
Google,12/31/18,16:38:22,00:00:05
Screen off (locked),12/31/18,16:38:26,00:00:01
Screen on (locked),12/31/18,16:38:27,00:00:02
Google,12/31/18,16:38:28,00:00:00
Screen on (unlocked),12/31/18,16:38:28,00:00:03
Settings,12/31/18,16:38:32,00:00:10
Clock,12/31/18,16:38:43,00:00:01
Google,12/31/18,16:38:45,00:00:02
Screen off (locked),12/31/18,16:38:47,00:00:26
Screen on (locked),12/31/18,16:39:13,00:00:13
Screen off (locked),12/31/18,16:39:25,00:06:18
Screen on (locked),12/31/18,16:45:43,00:00:02
Screen off (locked),12/31/18,16:45:45,00:00:24
Screen on (locked),12/31/18,16:46:09,00:01:04
Screen off (locked),12/31/18,16:47:13,00:00:05
Screen on (locked),12/31/18,16:47:18,00:00:17
Screen off (locked),12/31/18,16:47:34,00:01:18
Screen on (locked),12/31/18,16:48:52,00:00:30
Screen off (locked),12/31/18,16:49:22,00:00:57
Screen on (locked),12/31/18,16:50:19,00:00:01
Screen on (unlocked),12/31/18,16:50:21,00:00:00
Google,12/31/18,16:50:21,00:00:17
Chrome,12/31/18,16:50:38,00:00:21
Google,12/31/18,16:50:59,00:00:01
Screen off (locked),12/31/18,16:51:01,00:01:15
Screen on (locked),12/31/18,16:52:15,00:00:01
Screen on (unlocked),12/31/18,16:52:16,00:00:00
Google,12/31/18,16:52:16,00:00:06
Messenger,12/31/18,16:52:22,00:00:20
Google,12/31/18,16:52:42,00:00:02
Screen off (locked),12/31/18,16:52:44,00:00:11
Screen on (locked),12/31/18,16:52:55,00:00:02
Google,12/31/18,16:52:56,00:00:00
Screen on (unlocked),12/31/18,16:52:56,00:00:47
Messenger,12/31/18,16:53:43,00:00:54
Google,12/31/18,16:54:37,00:00:29
WhatsApp,12/31/18,16:55:06,00:00:01
Google,12/31/18,16:55:07,00:00:09
Screen off (locked),12/31/18,16:55:16,00:00:11
Screen on (locked),12/31/18,16:55:28,00:00:04
Screen off (locked),12/31/18,16:55:31,00:00:22
Screen on (locked),12/31/18,16:55:54,00:00:01
Messenger,12/31/18,16:55:54,00:00:27
Screen off (locked),12/31/18,16:56:22,00:41:40
Screen on (locked),12/31/18,17:38:01,00:00:02
Screen on (unlocked),12/31/18,17:38:03,00:00:02
Google,12/31/18,17:38:05,00:00:07
WhatsApp,12/31/18,17:38:12,00:00:19
Google,12/31/18,17:38:31,00:00:02
Screen off (locked),12/31/18,17:38:32,00:02:08
Screen on (locked),12/31/18,17:40:40,00:00:02
Google,12/31/18,17:40:42,00:00:00
Screen on (unlocked),12/31/18,17:40:43,00:00:09
Instagram,12/31/18,17:40:52,00:02:21
Google,12/31/18,17:43:15,00:00:01
Screen off (locked),12/31/18,17:43:17,00:01:58
Screen on (locked),12/31/18,17:45:14,00:00:00
Screen on (unlocked),12/31/18,17:45:15,00:00:00
Google,12/31/18,17:45:15,00:00:01
WhatsApp,12/31/18,17:45:16,00:00:08
Google,12/31/18,17:45:24,00:00:10
Screen off (locked),12/31/18,17:45:34,00:00:16
Screen off,12/31/18,17:45:50,00:00:00
Screen on (unlocked),12/31/18,17:45:50,00:00:01
Google,12/31/18,17:45:51,00:00:01
Instagram,12/31/18,17:45:52,00:00:13
Google,12/31/18,17:46:05,00:00:02
Screen off (locked),12/31/18,17:46:06,00:01:26
Screen on (locked),12/31/18,17:47:32,00:00:00
Screen on (unlocked),12/31/18,17:47:33,00:00:01
Google,12/31/18,17:47:33,00:00:01
WhatsApp,12/31/18,17:47:34,00:00:18
Google,12/31/18,17:47:54,00:00:04
Screen off (locked),12/31/18,17:47:57,00:00:16
Screen on (locked),12/31/18,17:48:13,00:00:01
Screen on (unlocked),12/31/18,17:48:13,00:00:00
Google,12/31/18,17:48:13,00:00:03
Screen off (locked),12/31/18,17:48:17,00:00:56
Screen on (locked),12/31/18,17:49:13,00:00:00
Screen on (unlocked),12/31/18,17:49:13,00:00:00
Google,12/31/18,17:49:13,00:00:03
Messenger,12/31/18,17:49:16,00:00:11
Google,12/31/18,17:49:27,00:00:02
Screen off (locked),12/31/18,17:49:29,00:01:00
Screen on (locked),12/31/18,17:50:29,00:00:01
Screen on (unlocked),12/31/18,17:50:30,00:00:00
Google,12/31/18,17:50:31,00:00:04
Screen off (locked),12/31/18,17:50:34,00:03:44
Screen on (locked),12/31/18,17:54:18,00:00:02
Screen off (locked),12/31/18,17:54:20,00:00:04
Screen on (locked),12/31/18,17:54:24,00:00:01
Screen on (unlocked),12/31/18,17:54:25,00:00:02
Google,12/31/18,17:54:27,00:00:02
Screen off (locked),12/31/18,17:54:29,00:00:04
Screen on (locked),12/31/18,17:54:33,00:00:00
Screen on (unlocked),12/31/18,17:54:33,00:00:01
Google,12/31/18,17:54:33,00:00:18
WhatsApp,12/31/18,17:54:52,00:00:02
Google,12/31/18,17:54:55,00:00:02
Screen off (locked),12/31/18,17:54:57,00:00:40
Screen on (locked),12/31/18,17:55:37,00:00:00
Screen on (unlocked),12/31/18,17:55:38,00:00:01
WhatsApp,12/31/18,17:55:39,00:00:04
Google,12/31/18,17:55:45,00:00:02
Screen off (locked),12/31/18,17:55:47,00:03:00
Screen on (locked),12/31/18,17:58:47,00:00:00
Screen on (unlocked),12/31/18,17:58:47,00:00:01
Google,12/31/18,17:58:48,00:00:02
Screen off (locked),12/31/18,17:58:50,00:03:22
Screen on (locked),12/31/18,18:02:12,00:00:02
Screen off (locked),12/31/18,18:02:14,00:02:01
Screen on (locked),12/31/18,18:04:15,00:00:02
Screen on (unlocked),12/31/18,18:04:17,00:00:00
Google,12/31/18,18:04:17,00:00:04
Settings,12/31/18,18:04:21,00:00:01
Google,12/31/18,18:04:22,00:00:04
Instagram,12/31/18,18:04:27,00:00:08
Google,12/31/18,18:04:36,00:00:08
Screen off (locked),12/31/18,18:04:44,00:00:02
Screen on (locked),12/31/18,18:04:45,00:00:01
Screen on (unlocked),12/31/18,18:04:47,00:00:00
Google,12/31/18,18:04:47,00:00:03
Screen off (locked),12/31/18,18:04:50,00:03:25
Screen on (locked),12/31/18,18:08:15,00:00:02
Screen off (locked),12/31/18,18:08:16,00:00:24
Screen on (locked),12/31/18,18:08:40,00:00:00
Screen on (unlocked),12/31/18,18:08:41,00:00:00
Google,12/31/18,18:08:41,00:00:01
WhatsApp,12/31/18,18:08:42,00:00:47
Google,12/31/18,18:09:29,00:00:01
Screen off (locked),12/31/18,18:09:30,00:00:44
Screen on (unlocked),12/31/18,18:10:14,00:00:01
Google,12/31/18,18:10:15,00:00:25
Phone,12/31/18,18:10:40,00:00:02
Contacts,12/31/18,18:10:42,00:00:17
Google,12/31/18,18:10:59,00:00:06
Screen off (locked),12/31/18,18:11:05,00:13:44
Screen on (locked),12/31/18,18:24:49,00:00:01
Screen on (unlocked),12/31/18,18:24:50,00:00:02
Google,12/31/18,18:24:52,00:00:02
Screen off (locked),12/31/18,18:24:54,00:26:29
Screen on (locked),12/31/18,18:51:24,00:00:01
Phone,12/31/18,18:51:24,00:01:37
Screen off (locked),12/31/18,18:53:02,00:05:33
Screen on (locked),12/31/18,18:58:34,00:00:01
Phone,12/31/18,18:58:35,00:02:34
Screen on (unlocked),12/31/18,19:01:09,00:00:00
Google,12/31/18,19:01:09,00:00:06
Screen off (locked),12/31/18,19:01:15,00:02:28
Screen on (locked),12/31/18,19:03:43,00:00:01
Screen on (unlocked),12/31/18,19:03:44,00:00:00
Google,12/31/18,19:03:45,00:00:04
Swiggy,12/31/18,19:03:49,00:00:32
Settings,12/31/18,19:04:22,00:00:08
Google,12/31/18,19:04:30,00:00:01
Chrome,12/31/18,19:04:30,00:00:01
Google,12/31/18,19:04:31,00:00:02
Chrome,12/31/18,19:04:33,00:00:01
Google,12/31/18,19:04:33,00:00:01
Chrome,12/31/18,19:04:34,00:00:12
Google,12/31/18,19:04:46,00:00:03
Swiggy,12/31/18,19:04:49,00:00:08
Google,12/31/18,19:04:57,00:00:01
Messages,12/31/18,19:04:58,00:01:02
Google,12/31/18,19:06:00,00:00:02
Swiggy,12/31/18,19:06:02,00:03:57
Google,12/31/18,19:10:03,00:00:07
Messenger,12/31/18,19:10:10,00:00:22
Instagram,12/31/18,19:10:32,00:01:45
Google,12/31/18,19:12:17,00:00:01
Swiggy,12/31/18,19:12:19,00:00:48
Google,12/31/18,19:13:08,00:00:01
WhatsApp,12/31/18,19:13:08,00:00:32
Google,12/31/18,19:13:41,00:00:03
Google Pay,12/31/18,19:13:44,00:00:21
Google,12/31/18,19:14:06,00:00:07
Screen off (locked),12/31/18,19:14:13,00:00:42
Screen on (locked),12/31/18,19:14:55,00:00:01
Screen on (unlocked),12/31/18,19:14:56,00:00:00
Google,12/31/18,19:14:56,00:00:02
Screen off (locked),12/31/18,19:14:58,00:01:17
Screen on (locked),12/31/18,19:16:15,00:00:02
Screen off (locked),12/31/18,19:16:17,00:05:01
Screen on (locked),12/31/18,19:21:18,00:00:02
Screen off (locked),12/31/18,19:21:20,00:00:02
Screen on (locked),12/31/18,19:21:22,00:00:00
Screen on (unlocked),12/31/18,19:21:22,00:00:00
Google,12/31/18,19:21:23,00:00:02
Instagram,12/31/18,19:21:25,00:00:20
Google,12/31/18,19:21:45,00:00:04
Instagram,12/31/18,19:21:48,00:00:29
Google,12/31/18,19:22:17,00:00:01
Snapchat,12/31/18,19:22:18,00:01:09
Google,12/31/18,19:23:27,00:00:10
Snapchat,12/31/18,19:23:39,00:00:51
WhatsApp,12/31/18,19:24:30,00:01:09
Snapchat,12/31/18,19:25:38,00:00:49
Instagram,12/31/18,19:26:27,00:00:51
Google,12/31/18,19:27:19,00:00:02
YouTube,12/31/18,19:27:21,00:09:58
Phone,12/31/18,19:37:19,00:00:42
YouTube,12/31/18,19:38:01,00:00:04
Google,12/31/18,19:38:04,00:00:06
Google,12/31/18,19:38:12,00:00:01
Screen off (locked),12/31/18,19:38:13,00:02:13
Screen on (unlocked),12/31/18,19:40:26,00:00:01
Google,12/31/18,19:40:28,00:00:02
Screen off (locked),12/31/18,19:40:30,00:01:14
Screen on (locked),12/31/18,19:41:44,00:00:00
Screen on (unlocked),12/31/18,19:41:45,00:00:00
Google,12/31/18,19:41:45,00:00:03
Swiggy,12/31/18,19:41:48,00:00:08
Phone,12/31/18,19:41:56,00:00:08
Swiggy,12/31/18,19:42:04,00:00:03
Settings,12/31/18,19:42:07,00:00:01
Google,12/31/18,19:42:08,00:00:06
Screen off (locked),12/31/18,19:42:14,00:00:14
Screen on (locked),12/31/18,19:42:27,00:00:03
Screen off (locked),12/31/18,19:42:30,00:10:04
Screen on (locked),12/31/18,19:52:34,00:00:03
Screen on (unlocked),12/31/18,19:52:37,00:00:00
Google,12/31/18,19:52:37,00:00:04
Screen off (locked),12/31/18,19:52:41,00:01:54
Screen on (locked),12/31/18,19:54:34,00:00:02
Screen off (locked),12/31/18,19:54:37,00:00:28
Screen on (locked),12/31/18,19:55:05,00:00:02
Screen off (locked),12/31/18,19:55:07,00:00:50
Screen on (locked),12/31/18,19:55:57,00:00:02
Screen on (unlocked),12/31/18,19:55:58,00:00:00
Google,12/31/18,19:55:59,00:00:01
WhatsApp,12/31/18,19:56:00,00:00:29
Google,12/31/18,19:56:29,00:00:01
Screen off (locked),12/31/18,19:56:30,00:16:56
Screen on (locked),12/31/18,20:13:26,00:00:02
Screen on (unlocked),12/31/18,20:13:28,00:00:02
Google,12/31/18,20:13:30,00:00:03
WhatsApp,12/31/18,20:13:33,00:00:13
Google,12/31/18,20:13:45,00:00:01
Screen off (locked),12/31/18,20:13:47,00:00:02
Screen on (locked),12/31/18,20:13:49,00:00:01
Screen on (unlocked),12/31/18,20:13:50,00:00:00
Google,12/31/18,20:13:50,00:00:01
Instagram,12/31/18,20:13:51,00:00:39
Google,12/31/18,20:14:30,00:00:01
WhatsApp,12/31/18,20:14:30,00:00:48
Google,12/31/18,20:15:18,00:00:01
Instagram,12/31/18,20:15:19,00:04:33
Google,12/31/18,20:19:52,00:00:02
Screen off (locked),12/31/18,20:19:54,00:26:52
Screen on (locked),12/31/18,20:46:46,00:00:02
Screen on (unlocked),12/31/18,20:46:48,00:00:02
Google,12/31/18,20:46:51,00:00:10
WhatsApp,12/31/18,20:47:01,00:02:46
Screen off,12/31/18,20:49:47,00:00:09
Screen on (locked),12/31/18,20:49:56,00:00:01
Screen on (unlocked),12/31/18,20:49:56,00:00:00
WhatsApp,12/31/18,20:49:57,00:00:21
Google,12/31/18,20:50:17,00:00:01
Twitter,12/31/18,20:50:19,00:00:56
Google,12/31/18,20:51:15,00:00:05
Screen off (locked),12/31/18,20:51:20,00:00:31
Screen on (locked),12/31/18,20:51:51,00:00:02
Screen off (locked),12/31/18,20:51:53,00:01:24
Screen on (locked),12/31/18,20:53:18,00:00:02
Screen on (unlocked),12/31/18,20:53:19,00:00:00
Google,12/31/18,20:53:20,00:00:07
Screen off (locked),12/31/18,20:53:27,00:00:32
Screen on (locked),12/31/18,20:53:59,00:00:01
Screen on (unlocked),12/31/18,20:54:00,00:00:00
Google,12/31/18,20:54:01,00:00:01
Twitter,12/31/18,20:54:02,00:00:28
Google,12/31/18,20:54:30,00:00:01
Screen off (locked),12/31/18,20:54:31,00:20:56
Screen off,12/31/18,21:15:26,00:00:00
Screen on (unlocked),12/31/18,21:15:27,00:00:02
Google,12/31/18,21:15:29,00:00:07
Screen off (locked),12/31/18,21:15:36,00:04:49
Screen on (locked),12/31/18,21:20:25,00:00:02
Google,12/31/18,21:20:27,00:00:00
Screen on (unlocked),12/31/18,21:20:27,00:00:06
WhatsApp,12/31/18,21:20:33,00:00:50
Google,12/31/18,21:21:24,00:00:01
Screen off (locked),12/31/18,21:21:25,00:00:11
Screen on (locked),12/31/18,21:21:36,00:00:02
Screen off (locked),12/31/18,21:21:37,00:00:38
Screen on (locked),12/31/18,21:22:15,00:00:01
Screen on (unlocked),12/31/18,21:22:16,00:00:00
Google,12/31/18,21:22:17,00:00:01
Instagram,12/31/18,21:22:17,00:02:09
Google,12/31/18,21:24:26,00:00:03
Screen off (locked),12/31/18,21:24:29,00:00:19
Screen on (locked),12/31/18,21:24:48,00:00:05
Screen on (unlocked),12/31/18,21:24:53,00:00:00
Google,12/31/18,21:24:53,00:00:17
Screen off (locked),12/31/18,21:25:10,00:00:05
Screen on (locked),12/31/18,21:25:15,00:00:03
Screen off (locked),12/31/18,21:25:18,00:00:54
Screen on (locked),12/31/18,21:26:12,00:00:01
Screen on (unlocked),12/31/18,21:26:12,00:00:00
Google,12/31/18,21:26:13,00:00:12
Screen off (locked),12/31/18,21:26:24,00:00:02
Screen on (locked),12/31/18,21:26:26,00:00:02
Screen off (locked),12/31/18,21:26:28,00:00:02
Screen on (locked),12/31/18,21:26:30,00:00:02
Screen off (locked),12/31/18,21:26:32,00:00:07
Screen on (locked),12/31/18,21:26:39,00:00:02
Screen on (unlocked),12/31/18,21:26:40,00:00:00
Google,12/31/18,21:26:41,00:00:01
Clock,12/31/18,21:26:42,00:00:01
Google,12/31/18,21:26:43,00:00:01
Screen off (locked),12/31/18,21:26:44,00:00:02
Screen on (locked),12/31/18,21:26:47,00:00:02
Screen off (locked),12/31/18,21:26:48,00:00:06
Screen on (locked),12/31/18,21:26:54,00:00:12
Screen off (locked),12/31/18,21:27:06,00:00:34
Screen on (locked),12/31/18,21:27:41,00:00:02
Screen off (locked),12/31/18,21:27:43,00:00:02
Screen on (locked),12/31/18,21:27:45,00:00:04
Screen off (locked),12/31/18,21:27:49,00:00:55
Screen on (locked),12/31/18,21:28:45,00:00:06
Screen on (unlocked),12/31/18,21:28:51,00:00:00
Google,12/31/18,21:28:51,00:00:03
Screen off (locked),12/31/18,21:28:53,00:00:43
Screen on (locked),12/31/18,21:29:37,00:00:01
Screen on (unlocked),12/31/18,21:29:38,00:00:00
Google,12/31/18,21:29:38,00:00:04
Snapchat,12/31/18,21:29:43,00:00:09
Google,12/31/18,21:29:52,00:00:04
Screen off (locked),12/31/18,21:29:56,00:00:54
Screen on (locked),12/31/18,21:30:50,00:00:02
Screen on (unlocked),12/31/18,21:30:51,00:00:00
Google,12/31/18,21:30:51,00:00:01
Instagram,12/31/18,21:30:53,00:00:14
Google,12/31/18,21:31:07,00:00:02
Screen off (locked),12/31/18,21:31:08,00:00:01
Screen on (locked),12/31/18,21:31:10,00:00:02
Screen on (unlocked),12/31/18,21:31:12,00:00:00
Google,12/31/18,21:31:12,00:00:14
Screen off (locked),12/31/18,21:31:26,00:26:34
Screen on (locked),12/31/18,21:57:59,00:00:02
Screen on (unlocked),12/31/18,21:58:02,00:00:04
Google,12/31/18,21:58:05,00:00:18
Screen off (locked),12/31/18,21:58:23,00:20:53
Screen on (locked),12/31/18,22:19:16,00:00:03
Screen off (locked),12/31/18,22:19:19,00:00:10
Screen on (locked),12/31/18,22:19:29,00:01:17
Screen off (locked),12/31/18,22:20:45,00:04:09
Screen on (locked),12/31/18,22:24:54,00:00:01
WhatsApp,12/31/18,22:24:55,00:00:29
Screen off (locked),12/31/18,22:25:23,00:04:05
Screen on (locked),12/31/18,22:29:29,00:00:03
Screen on (unlocked),12/31/18,22:29:32,00:00:00
Google,12/31/18,22:29:32,00:00:01
WhatsApp,12/31/18,22:29:33,00:00:46
Google,12/31/18,22:30:20,00:00:05
Screen off (locked),12/31/18,22:30:24,00:00:01
Screen on (locked),12/31/18,22:30:25,00:00:00
Screen on (unlocked),12/31/18,22:30:26,00:00:00
Google,12/31/18,22:30:26,00:00:01
WhatsApp,12/31/18,22:30:27,00:00:19
Google,12/31/18,22:30:46,00:00:01
Instagram,12/31/18,22:30:47,00:02:12
