App name,Date,Time,Duration
Google,12/31/18,22:32:59,00:00:01
WhatsApp,12/31/18,22:33:00,00:00:14
Google,12/31/18,22:33:14,00:00:03
Screen off (locked),12/31/18,22:33:16,00:00:29
Screen on (locked),12/31/18,22:33:46,00:00:00
Screen on (unlocked),12/31/18,22:33:46,00:00:01
Google,12/31/18,22:33:46,00:00:03
WhatsApp,12/31/18,22:33:49,00:00:50
Google,12/31/18,22:34:39,00:00:01
Instagram,12/31/18,22:34:40,00:00:10
Google,12/31/18,22:34:49,00:00:01
Screen off (locked),12/31/18,22:34:51,00:08:31
Screen on (locked),12/31/18,22:43:22,00:00:01
Google,12/31/18,22:43:22,00:00:00
Screen on (unlocked),12/31/18,22:43:23,00:00:06
Instagram,12/31/18,22:43:29,00:01:54
Screen off,12/31/18,22:45:23,00:02:02
Screen on (locked),12/31/18,22:47:25,00:00:02
Screen on (unlocked),12/31/18,22:47:27,00:00:00
Instagram,12/31/18,22:47:27,00:00:40
Device shutdown,12/31/18,22:48:07,00:21:34
Device boot,12/31/18,23:09:41,00:00:01
Instagram,12/31/18,23:09:42,00:00:25
Google,12/31/18,23:10:08,00:01:01
Screen off,12/31/18,23:11:09,00:04:36
Screen on (locked),12/31/18,23:15:44,00:00:01
Google,12/31/18,23:15:46,00:00:01
Screen on (unlocked),12/31/18,23:15:47,00:00:01
Instagram,12/31/18,23:15:47,00:03:02
Google,12/31/18,23:18:49,00:01:12
Screen off,12/31/18,23:20:02,00:18:17
Screen on (locked),12/31/18,23:38:19,00:00:02
Screen off (locked),12/31/18,23:38:21,00:00:01
Screen off,12/31/18,23:38:21,00:00:01
Screen on (unlocked),12/31/18,23:38:23,00:00:01
Instagram,12/31/18,23:38:23,00:00:02
Google,12/31/18,23:38:26,00:00:02
Screen off (locked),12/31/18,23:38:28,00:01:12
Screen on (locked),12/31/18,23:39:40,00:00:01
Screen on (unlocked),12/31/18,23:39:41,00:00:00
Google,12/31/18,23:39:41,00:00:01
Instagram,12/31/18,23:39:42,00:00:18
WhatsApp,12/31/18,23:39:59,00:00:13
Instagram,12/31/18,23:40:12,00:00:45
Google,12/31/18,23:40:57,00:00:02
Screen off (locked),12/31/18,23:40:59,00:00:52
Screen on (locked),12/31/18,23:41:51,00:00:01
Google,12/31/18,23:41:52,00:00:00
Screen on (unlocked),12/31/18,23:41:52,00:00:01
Instagram,12/31/18,23:41:53,00:01:14
Google,12/31/18,23:43:07,00:00:02
Screen off (locked),12/31/18,23:43:08,00:04:51
Screen on (locked),12/31/18,23:47:59,00:00:01
Google,12/31/18,23:48:01,00:00:00
Screen on (unlocked),12/31/18,23:48:01,00:00:10
Screen off (locked),12/31/18,23:48:11,00:10:07
Screen on (locked),12/31/18,23:58:17,00:00:02
Screen off (locked),12/31/18,23:58:20,00:00:01
Screen on (locked),12/31/18,23:58:21,00:00:04
Screen off (locked),12/31/18,23:58:26,00:03:15
Screen on (locked),01-01-2019,00:01:41,00:00:01
Screen on (unlocked),01-01-2019,00:01:42,00:00:00
Google,01-01-2019,00:01:42,00:00:03
WhatsApp,01-01-2019,00:01:45,00:00:27
Google,01-01-2019,00:02:12,00:00:01
Screen off (locked),01-01-2019,00:02:13,00:06:36
Screen off,01-01-2019,00:08:49,00:00:01
Screen on (unlocked),01-01-2019,00:08:51,00:00:01
Google,01-01-2019,00:08:51,00:00:04
Screen off (locked),01-01-2019,00:08:55,00:07:47
Screen on (locked),01-01-2019,00:16:42,00:00:20
Screen off (locked),01-01-2019,00:17:02,00:02:00
Screen on (locked),01-01-2019,00:19:02,00:00:23
Screen off (locked),01-01-2019,00:19:25,00:00:58
Screen on (locked),01-01-2019,00:20:24,00:00:06
Screen off (locked),01-01-2019,00:20:30,00:04:32
Screen on (locked),01-01-2019,00:25:02,00:00:07
Screen on (unlocked),01-01-2019,00:25:09,00:00:02
WhatsApp,01-01-2019,00:25:11,00:00:23
Google,01-01-2019,00:25:34,00:00:01
Screen off (locked),01-01-2019,00:25:36,00:02:24
Screen on (locked),01-01-2019,00:28:00,00:00:01
Screen on (unlocked),01-01-2019,00:28:01,00:00:00
Google,01-01-2019,00:28:01,00:00:02
Instagram,01-01-2019,00:28:03,00:00:06
Google,01-01-2019,00:28:11,00:00:03
Screen off (locked),01-01-2019,00:28:14,00:02:39
Screen on (locked),01-01-2019,00:30:53,00:00:02
Screen off (locked),01-01-2019,00:30:55,00:28:11
Screen on (locked),01-01-2019,00:59:05,00:00:02
Screen on (unlocked),01-01-2019,00:59:07,00:00:02
Google,01-01-2019,00:59:10,00:00:12
Screen off (locked),01-01-2019,00:59:22,00:18:34
Screen on (locked),01-01-2019,01:17:55,00:00:01
Screen on (unlocked),01-01-2019,01:17:56,00:00:00
Google,01-01-2019,01:17:56,00:00:20
Screen off (locked),01-01-2019,01:18:16,00:02:54
Screen on (locked),01-01-2019,01:21:11,00:00:02
Screen off (locked),01-01-2019,01:21:12,00:00:07
Screen on (locked),01-01-2019,01:21:19,00:00:02
Screen off (locked),01-01-2019,01:21:21,00:02:27
Screen on (locked),01-01-2019,01:23:48,00:00:01
Screen on (unlocked),01-01-2019,01:23:50,00:00:02
Instagram,01-01-2019,01:23:51,00:02:26
Google,01-01-2019,01:26:17,00:00:11
Screen off (locked),01-01-2019,01:26:29,00:18:16
Screen on (locked),01-01-2019,01:44:45,00:00:02
Screen off (locked),01-01-2019,01:44:47,00:00:39
Screen on (locked),01-01-2019,01:45:26,00:00:02
Screen on (unlocked),01-01-2019,01:45:28,00:00:00
Google,01-01-2019,01:45:28,00:00:06
Screen off (locked),01-01-2019,01:45:33,00:48:20
Screen on (locked),01-01-2019,02:33:54,00:00:20
Screen off (locked),01-01-2019,02:34:14,00:37:14
Screen on (locked),01-01-2019,03:11:28,00:00:03
Screen on (unlocked),01-01-2019,03:11:31,00:00:02
Instagram,01-01-2019,03:11:33,00:05:00
Instagram,01-01-2019,03:16:34,00:01:53
Google,01-01-2019,03:18:27,00:00:02
Screen off (locked),01-01-2019,03:18:29,00:00:13
Screen on (locked),01-01-2019,03:18:43,00:00:01
Screen on (unlocked),01-01-2019,03:18:44,00:00:00
Google,01-01-2019,03:18:44,00:00:01
Snapchat,01-01-2019,03:18:45,00:00:34
Google,01-01-2019,03:19:19,00:00:03
Instagram,01-01-2019,03:19:22,00:00:22
Google,01-01-2019,03:19:44,00:00:01
Screen off (locked),01-01-2019,03:19:45,00:00:15
Screen on (locked),01-01-2019,03:20:00,00:00:01
Screen on (unlocked),01-01-2019,03:20:01,00:00:00
Google,01-01-2019,03:20:02,00:00:10
Instagram,01-01-2019,03:20:12,00:00:43
Google,01-01-2019,03:20:55,00:00:02
Screen off (locked),01-01-2019,03:20:57,00:01:01
Screen on (locked),01-01-2019,03:21:57,00:00:01
Screen on (unlocked),01-01-2019,03:21:58,00:00:00
Google,01-01-2019,03:21:58,00:00:01
Screen off (locked),01-01-2019,03:21:59,00:00:26
Screen on (locked),01-01-2019,03:22:25,00:00:02
Screen on (unlocked),01-01-2019,03:22:27,00:00:02
Instagram,01-01-2019,03:22:30,00:02:05
Google,01-01-2019,03:24:36,00:00:03
Google,01-01-2019,03:24:39,00:00:01
Clock,01-01-2019,03:24:40,00:00:16
Google,01-01-2019,03:24:56,00:00:02
Screen off (locked),01-01-2019,03:24:58,05:33:15
Screen on (locked),01-01-2019,08:58:13,00:00:03
Screen on (unlocked),01-01-2019,08:58:16,00:00:00
Google,01-01-2019,08:58:16,00:00:01
Clock,01-01-2019,08:58:17,00:00:09
Google,01-01-2019,08:58:26,00:00:01
Chrome,01-01-2019,08:58:27,00:00:15
Google,01-01-2019,08:58:42,00:00:02
Screen off (locked),01-01-2019,08:58:44,01:01:18
Screen on (locked),01-01-2019,10:00:02,00:00:01
Clock,01-01-2019,10:00:03,00:00:43
Screen off (locked),01-01-2019,10:00:46,00:29:16
Screen on (locked),01-01-2019,10:30:02,00:00:01
Clock,01-01-2019,10:30:02,00:00:24
Screen off (locked),01-01-2019,10:30:26,00:24:36
Screen on (locked),01-01-2019,10:55:01,00:00:01
Clock,01-01-2019,10:55:02,00:01:05
Screen off (locked),01-01-2019,10:56:07,00:03:54
Screen on (locked),01-01-2019,11:00:02,00:00:01
Clock,01-01-2019,11:00:02,00:00:26
Screen off (locked),01-01-2019,11:00:29,00:14:33
Screen on (locked),01-01-2019,11:15:02,00:00:01
Clock,01-01-2019,11:15:02,00:00:10
Screen on (unlocked),01-01-2019,11:15:12,00:00:01
Google,01-01-2019,11:15:13,00:00:05
Chrome,01-01-2019,11:15:18,00:00:15
Google,01-01-2019,11:15:33,00:00:01
Instagram,01-01-2019,11:15:34,00:16:31
Viber,01-01-2019,11:32:05,00:00:38
Instagram,01-01-2019,11:32:42,00:02:55
Snapchat,01-01-2019,11:35:37,00:00:05
Instagram,01-01-2019,11:35:42,00:00:07
Snapchat,01-01-2019,11:35:50,00:02:13
Google,01-01-2019,11:38:03,00:00:04
WhatsApp,01-01-2019,11:38:07,00:01:11
Google,01-01-2019,11:39:18,00:00:05
Screen off (locked),01-01-2019,11:39:22,00:01:56
Screen on (locked),01-01-2019,11:41:18,00:00:00
Screen on (unlocked),01-01-2019,11:41:19,00:00:00
Google,01-01-2019,11:41:19,00:00:05
Instagram,01-01-2019,11:41:24,00:02:43
Google,01-01-2019,11:44:07,00:00:01
Instagram,01-01-2019,11:44:09,00:00:01
Google,01-01-2019,11:44:10,00:00:02
Screen off (locked),01-01-2019,11:44:12,00:05:26
Screen on (locked),01-01-2019,11:49:38,00:00:02
Screen on (unlocked),01-01-2019,11:49:40,00:00:00
Google,01-01-2019,11:49:40,00:00:12
Instagram,01-01-2019,11:49:52,00:04:34
Screen off,01-01-2019,11:54:25,00:00:15
Screen on (unlocked),01-01-2019,11:54:40,00:00:01
Instagram,01-01-2019,11:54:41,00:04:30
Instagram,01-01-2019,11:59:11,00:00:01
Device shutdown,01-01-2019,11:59:12,00:45:59
Device boot,01-01-2019,12:45:12,00:00:01
Google,01-01-2019,12:45:12,00:00:07
Instagram,01-01-2019,12:45:19,00:00:59
Viber,01-01-2019,12:46:18,00:00:14
Google,01-01-2019,12:46:32,00:00:02
Instagram,01-01-2019,12:46:33,00:04:51
Google,01-01-2019,12:51:24,00:00:23
Twitter,01-01-2019,12:51:47,00:06:18
Google,01-01-2019,12:58:06,00:00:02
YouTube,01-01-2019,12:58:08,00:03:16
Twitter,01-01-2019,13:01:25,00:01:09
Google,01-01-2019,13:02:33,00:01:03
Screen off,01-01-2019,13:03:36,00:03:55
Screen on (locked),01-01-2019,13:07:31,00:00:13
Screen off (locked),01-01-2019,13:07:43,02:02:20
Screen on (locked),01-01-2019,15:10:03,00:00:01
Clock,01-01-2019,15:10:04,00:00:20
Screen off (locked),01-01-2019,15:10:23,00:42:43
Screen on (locked),01-01-2019,15:53:07,00:00:04
Screen on (unlocked),01-01-2019,15:53:10,00:00:02
Google,01-01-2019,15:53:13,00:00:06
Instagram,01-01-2019,15:53:19,00:00:33
Google,01-01-2019,15:53:52,00:00:04
Instagram,01-01-2019,15:53:55,00:00:10
Google,01-01-2019,15:54:05,00:00:02
Screen off (locked),01-01-2019,15:54:07,01:35:08
Screen on (locked),01-01-2019,17:29:15,00:00:01
Screen on (unlocked),01-01-2019,17:29:16,00:00:02
Google,01-01-2019,17:29:18,00:00:11
Instagram,01-01-2019,17:29:29,00:00:13
Google,01-01-2019,17:29:42,00:00:02
Instagram,01-01-2019,17:29:44,00:00:03
Google,01-01-2019,17:29:47,00:00:01
Instagram,01-01-2019,17:29:47,00:00:13
Google,01-01-2019,17:30:01,00:00:04
Instagram,01-01-2019,17:30:04,00:03:49
Chrome,01-01-2019,17:33:53,00:02:43
Instagram,01-01-2019,17:36:37,00:00:08
Viber,01-01-2019,17:36:45,00:00:17
Google,01-01-2019,17:37:02,00:00:01
Instagram,01-01-2019,17:37:04,00:03:38
Google,01-01-2019,17:40:42,00:00:02
Screen off (locked),01-01-2019,17:40:44,00:10:49
Screen on (locked),01-01-2019,17:51:33,00:00:05
Screen off (locked),01-01-2019,17:51:39,00:09:29
Screen on (locked),01-01-2019,18:01:07,00:00:04
Screen off (locked),01-01-2019,18:01:11,00:17:57
Screen on (locked),01-01-2019,18:19:08,00:00:03
Screen on (unlocked),01-01-2019,18:19:10,00:00:02
Google,01-01-2019,18:19:12,00:00:11
Instagram,01-01-2019,18:19:23,00:00:21
Google,01-01-2019,18:19:44,00:00:02
Screen off (locked),01-01-2019,18:19:47,00:13:46
Screen on (locked),01-01-2019,18:33:33,00:00:04
Screen off (locked),01-01-2019,18:33:36,00:09:30
Screen on (unlocked),01-01-2019,18:43:06,00:00:01
Google,01-01-2019,18:43:07,00:00:03
Messenger,01-01-2019,18:43:10,00:00:01
Google,01-01-2019,18:43:11,00:00:34
Instagram,01-01-2019,18:43:45,00:00:04
Google,01-01-2019,18:43:49,00:00:02
Screen off (locked),01-01-2019,18:43:51,00:11:03
Screen on (locked),01-01-2019,18:54:54,00:00:04
Screen off (locked),01-01-2019,18:54:58,00:28:50
Screen on (locked),01-01-2019,19:23:48,00:00:03
Screen on (unlocked),01-01-2019,19:23:50,00:00:02
Google,01-01-2019,19:23:52,00:00:05
Screen off (locked),01-01-2019,19:23:57,00:21:52
Screen on (locked),01-01-2019,19:45:48,00:00:03
Screen on (unlocked),01-01-2019,19:45:51,00:00:00
Google,01-01-2019,19:45:51,00:00:13
Screen off (locked),01-01-2019,19:46:04,00:06:32
Screen on (locked),01-01-2019,19:52:35,00:00:02
Screen off (locked),01-01-2019,19:52:37,00:03:16
Screen on (locked),01-01-2019,19:55:53,00:00:05
Screen off (locked),01-01-2019,19:55:58,00:04:25
Screen on (locked),01-01-2019,20:00:22,00:00:00
Screen on (unlocked),01-01-2019,20:00:22,00:00:01
Google,01-01-2019,20:00:23,00:00:01
WhatsApp,01-01-2019,20:00:25,00:00:12
Google,01-01-2019,20:00:36,00:00:01
Screen off (locked),01-01-2019,20:00:38,00:00:12
Screen on (locked),01-01-2019,20:00:50,00:00:07
Screen off (locked),01-01-2019,20:00:57,00:00:00
Screen on (locked),01-01-2019,20:00:58,00:00:00
Screen on (unlocked),01-01-2019,20:00:58,00:00:00
Google,01-01-2019,20:00:59,00:00:01
WhatsApp,01-01-2019,20:00:59,00:00:47
Google,01-01-2019,20:01:46,00:00:01
Screen off (locked),01-01-2019,20:01:48,00:01:07
Screen on (locked),01-01-2019,20:02:54,00:00:00
Screen on (unlocked),01-01-2019,20:02:55,00:00:01
Google,01-01-2019,20:02:55,00:00:03
Google Pay,01-01-2019,20:02:58,00:00:34
Google,01-01-2019,20:03:33,00:00:01
WhatsApp,01-01-2019,20:03:34,00:01:57
Screen off,01-01-2019,20:05:31,00:00:02
Screen on (unlocked),01-01-2019,20:05:33,00:00:01
WhatsApp,01-01-2019,20:05:34,00:00:05
Google,01-01-2019,20:05:39,00:00:02
Screen off (locked),01-01-2019,20:05:41,00:00:13
Screen on (locked),01-01-2019,20:05:54,00:00:02
Screen on (unlocked),01-01-2019,20:05:56,00:00:00
Google,01-01-2019,20:05:56,00:00:01
WhatsApp,01-01-2019,20:05:57,00:00:58
Google,01-01-2019,20:06:55,00:00:01
Instagram,01-01-2019,20:06:56,00:00:25
Google,01-01-2019,20:07:21,00:00:03
Screen off (locked),01-01-2019,20:07:23,00:00:12
Screen on (locked),01-01-2019,20:07:35,00:00:00
Screen on (unlocked),01-01-2019,20:07:35,00:00:01
Google,01-01-2019,20:07:36,00:00:05
Google,01-01-2019,20:07:42,00:00:01
Instagram,01-01-2019,20:07:43,00:00:12
Google,01-01-2019,20:07:54,00:00:02
Screen off (locked),01-01-2019,20:07:56,00:00:17
Screen on (locked),01-01-2019,20:08:13,00:00:00
Screen on (unlocked),01-01-2019,20:08:14,00:00:01
WhatsApp,01-01-2019,20:08:15,00:01:22
Google,01-01-2019,20:09:37,00:00:03
Photos,01-01-2019,20:09:40,00:00:42
Google,01-01-2019,20:10:22,00:00:01
Screen off (locked),01-01-2019,20:10:24,00:02:32
Screen off,01-01-2019,20:12:56,00:00:00
Screen on (unlocked),01-01-2019,20:12:56,00:00:01
Google,01-01-2019,20:12:57,00:00:18
Screen off (locked),01-01-2019,20:13:15,00:00:30
Screen on (locked),01-01-2019,20:13:45,00:00:05
Screen off (locked),01-01-2019,20:13:50,00:10:24
Screen on (locked),01-01-2019,20:24:14,00:00:11
Screen off (locked),01-01-2019,20:24:25,00:07:54
Screen on (locked),01-01-2019,20:32:19,00:00:00
Screen on (unlocked),01-01-2019,20:32:19,00:00:01
Google,01-01-2019,20:32:20,00:00:01
WhatsApp,01-01-2019,20:32:20,00:00:05
Google,01-01-2019,20:32:25,00:00:02
Screen off (locked),01-01-2019,20:32:27,00:04:21
Screen on (locked),01-01-2019,20:36:48,00:00:03
Screen off (locked),01-01-2019,20:36:51,00:18:12
Screen on (locked),01-01-2019,20:55:02,00:00:03
Screen on (unlocked),01-01-2019,20:55:05,00:00:02
Google,01-01-2019,20:55:07,00:00:03
Screen off (locked),01-01-2019,20:55:10,00:02:40
Screen off,01-01-2019,20:57:50,00:00:00
Screen on (unlocked),01-01-2019,20:57:50,00:00:01
Google,01-01-2019,20:57:51,00:00:01
WhatsApp,01-01-2019,20:57:51,00:00:45
Google,01-01-2019,20:58:36,00:00:01
Screen off (locked),01-01-2019,20:58:37,00:02:49
Screen off,01-01-2019,21:01:27,00:00:00
Screen on (unlocked),01-01-2019,21:01:27,00:00:01
Google,01-01-2019,21:01:28,00:00:04
WhatsApp,01-01-2019,21:01:32,00:00:35
Google,01-01-2019,21:02:07,00:00:01
Screen off (locked),01-01-2019,21:02:09,00:07:56
Screen on (locked),01-01-2019,21:10:05,00:00:00
Screen on (unlocked),01-01-2019,21:10:05,00:00:01
Google,01-01-2019,21:10:05,00:00:01
WhatsApp,01-01-2019,21:10:07,00:00:15
Google,01-01-2019,21:10:22,00:00:01
WhatsApp,01-01-2019,21:10:24,00:00:21
Google,01-01-2019,21:10:44,00:00:03
Screen off (locked),01-01-2019,21:10:47,00:00:27
Screen on (locked),01-01-2019,21:11:14,00:00:02
Screen on (unlocked),01-01-2019,21:11:16,00:00:00
Google,01-01-2019,21:11:16,00:00:01
WhatsApp,01-01-2019,21:11:17,00:00:18
Google,01-01-2019,21:11:36,00:00:02
Screen off (locked),01-01-2019,21:11:38,00:02:49
Screen on (locked),01-01-2019,21:14:27,00:00:02
Google,01-01-2019,21:14:29,00:00:00
Screen on (unlocked),01-01-2019,21:14:29,00:00:08
WhatsApp,01-01-2019,21:14:37,00:00:05
Google,01-01-2019,21:14:42,00:00:04
Screen off (locked),01-01-2019,21:14:47,00:03:47
Screen on (locked),01-01-2019,21:18:34,00:00:21
Screen off (locked),01-01-2019,21:18:55,00:03:11
Screen on (locked),01-01-2019,21:22:06,00:00:02
Screen on (unlocked),01-01-2019,21:22:08,00:00:01
Google,01-01-2019,21:22:08,00:00:03
WhatsApp,01-01-2019,21:22:11,00:00:09
Google,01-01-2019,21:22:20,00:00:02
Screen off (locked),01-01-2019,21:22:22,00:01:54
Screen on (locked),01-01-2019,21:24:16,00:00:01
Google,01-01-2019,21:24:18,00:00:00
Screen on (unlocked),01-01-2019,21:24:18,00:00:06
WhatsApp,01-01-2019,21:24:23,00:00:18
Google,01-01-2019,21:24:41,00:00:01
Screen off (locked),01-01-2019,21:24:42,00:01:28
Screen on (locked),01-01-2019,21:26:10,00:00:02
Screen off (locked),01-01-2019,21:26:12,00:03:52
Screen on (locked),01-01-2019,21:30:04,00:00:02
Screen on (unlocked),01-01-2019,21:30:06,00:00:00
Google,01-01-2019,21:30:06,00:00:01
WhatsApp,01-01-2019,21:30:08,00:00:13
Google,01-01-2019,21:30:21,00:00:02
Screen off (locked),01-01-2019,21:30:23,00:00:11
Screen on (locked),01-01-2019,21:30:35,00:00:01
Screen on (unlocked),01-01-2019,21:30:36,00:00:00
Google,01-01-2019,21:30:36,00:00:01
WhatsApp,01-01-2019,21:30:37,00:00:51
Google,01-01-2019,21:31:27,00:00:01
Screen off (locked),01-01-2019,21:31:29,00:00:14
Screen on (locked),01-01-2019,21:31:43,00:00:01
Screen on (unlocked),01-01-2019,21:31:45,00:00:00
Google,01-01-2019,21:31:45,00:00:04
WhatsApp,01-01-2019,21:31:48,00:00:04
Google,01-01-2019,21:31:53,00:00:02
Screen off (locked),01-01-2019,21:31:54,00:32:06
Screen on (locked),01-01-2019,22:04:00,00:00:01
Screen on (unlocked),01-01-2019,22:04:01,00:00:02
WhatsApp,01-01-2019,22:04:04,00:00:21
Google,01-01-2019,22:04:24,00:00:02
Screen off (locked),01-01-2019,22:04:27,00:32:35
Screen on (locked),01-01-2019,22:37:02,00:00:01
Screen on (unlocked),01-01-2019,22:37:03,00:00:01
Google,01-01-2019,22:37:04,00:00:02
Calculator,01-01-2019,22:37:06,00:00:05
Google,01-01-2019,22:37:11,00:00:01
Screen off (locked),01-01-2019,22:37:12,00:10:09
Screen on (locked),01-01-2019,22:47:22,00:00:03
Screen on (unlocked),01-01-2019,22:47:24,00:00:00
Google,01-01-2019,22:47:25,00:00:01
Calculator,01-01-2019,22:47:26,00:00:02
Google,01-01-2019,22:47:28,00:00:01
Screen off (locked),01-01-2019,22:47:29,00:03:29
Screen on (locked),01-01-2019,22:50:58,00:00:01
Screen on (unlocked),01-01-2019,22:50:59,00:00:00
Google,01-01-2019,22:51:00,00:00:02
WhatsApp,01-01-2019,22:51:02,00:01:36
Screen off,01-01-2019,22:52:38,00:00:07
Screen on (locked),01-01-2019,22:52:45,00:00:02
Screen on (unlocked),01-01-2019,22:52:47,00:00:00
WhatsApp,01-01-2019,22:52:47,00:00:42
Twitter,01-01-2019,22:53:29,00:00:19
Google,01-01-2019,22:53:48,00:00:01
WhatsApp,01-01-2019,22:53:49,00:03:50
Google,01-01-2019,22:57:39,00:00:01
Instagram,01-01-2019,22:57:39,00:01:35
WhatsApp,01-01-2019,22:59:16,00:06:49
Screen off,01-01-2019,23:06:05,00:05:27
Screen on (locked),01-01-2019,23:11:32,00:00:01
Screen on (unlocked),01-01-2019,23:11:33,00:00:00
WhatsApp,01-01-2019,23:11:33,00:00:21
Google,01-01-2019,23:11:54,00:00:05
WhatsApp,01-01-2019,23:11:59,00:03:21
Google,01-01-2019,23:15:20,00:00:01
Instagram,01-01-2019,23:15:21,00:01:28
WhatsApp,01-01-2019,23:16:50,00:00:18
Google,01-01-2019,23:17:08,00:00:03
Screen off (locked),01-01-2019,23:17:11,00:08:33
Screen on (locked),01-01-2019,23:25:44,00:00:03
Screen off (locked),01-01-2019,23:25:47,00:06:54
Screen on (locked),01-01-2019,23:32:41,00:00:02
Screen on (unlocked),01-01-2019,23:32:43,00:00:00
Google,01-01-2019,23:32:43,00:00:04
Screen off (locked),01-01-2019,23:32:47,00:37:01
Screen on (locked),01-02-2019,00:09:48,00:00:03
Screen on (unlocked),01-02-2019,00:09:51,00:00:00
Google,01-02-2019,00:09:51,00:00:01
Snapchat,01-02-2019,00:09:53,00:01:17
Google,01-02-2019,00:11:10,00:00:01
WhatsApp,01-02-2019,00:11:11,00:00:19
Google,01-02-2019,00:11:30,00:00:03
Screen off (locked),01-02-2019,00:11:33,00:20:29
Screen off,01-02-2019,00:32:02,00:00:00
Screen on (unlocked),01-02-2019,00:32:02,00:00:01
Google,01-02-2019,00:32:03,00:00:07
Instagram,01-02-2019,00:32:10,00:03:49
Google,01-02-2019,00:35:59,00:00:03
Screen off (locked),01-02-2019,00:36:02,00:05:53
Screen on (locked),01-02-2019,00:41:55,00:00:01
Google,01-02-2019,00:41:56,00:00:00
Screen on (unlocked),01-02-2019,00:41:56,00:00:01
Instagram,01-02-2019,00:41:58,00:00:05
Google,01-02-2019,00:42:04,00:00:01
Screen off (locked),01-02-2019,00:42:06,00:02:01
Screen on (locked),01-02-2019,00:44:07,00:00:04
Screen off (locked),01-02-2019,00:44:11,00:00:01
Screen on (locked),01-02-2019,00:44:12,00:00:02
Screen off (locked),01-02-2019,00:44:15,00:16:20
Screen on (locked),01-02-2019,01:00:34,00:00:03
Screen off (locked),01-02-2019,01:00:37,00:14:59
Screen on (locked),01-02-2019,01:15:36,00:00:01
Google,01-02-2019,01:15:38,00:00:00
Screen on (unlocked),01-02-2019,01:15:38,00:00:01
Instagram,01-02-2019,01:15:39,00:04:06
Instagram,01-02-2019,01:19:45,00:00:12
Instagram,01-02-2019,01:19:57,00:00:01
Google,01-02-2019,01:20:00,00:00:05
Clock,01-02-2019,01:20:08,00:00:10
Google,01-02-2019,01:20:19,00:00:01
Screen off (locked),01-02-2019,01:20:21,06:09:42
Screen on (locked),01-02-2019,07:30:02,00:00:01
Clock,01-02-2019,07:30:03,00:00:21
Screen off (locked),01-02-2019,07:30:24,00:00:01
Screen on (locked),01-02-2019,07:30:25,00:00:01
Clock,01-02-2019,07:30:26,00:00:12
Screen off (locked),01-02-2019,07:30:38,00:00:01
Screen on (locked),01-02-2019,07:30:38,00:00:04
Screen off (locked),01-02-2019,07:30:42,00:10:19
Screen on (locked),01-02-2019,07:41:01,00:00:01
Clock,01-02-2019,07:41:02,00:01:31
Screen off (locked),01-02-2019,07:42:33,00:17:29
Screen on (locked),01-02-2019,08:00:02,00:00:01
Clock,01-02-2019,08:00:03,00:00:20
Screen off (locked),01-02-2019,08:00:22,00:00:01
Screen on (locked),01-02-2019,08:00:23,00:00:00
Screen on (unlocked),01-02-2019,08:00:24,00:00:00
Google,01-02-2019,08:00:24,00:00:21
Screen off (locked),01-02-2019,08:00:45,00:00:12
Screen on (locked),01-02-2019,08:00:56,00:00:15
Screen off (locked),01-02-2019,08:01:12,00:20:59
Screen on (locked),01-02-2019,08:22:11,00:00:01
Screen on (unlocked),01-02-2019,08:22:12,00:00:00
Google,01-02-2019,08:22:12,00:00:15
YouTube,01-02-2019,08:22:27,00:00:12
Google,01-02-2019,08:22:39,00:00:01
Clock,01-02-2019,08:22:39,00:00:03
Google,01-02-2019,08:22:42,00:00:01
Chrome,01-02-2019,08:22:43,00:00:20
Google,01-02-2019,08:23:04,00:00:01
Chrome,01-02-2019,08:23:04,00:00:04
Google,01-02-2019,08:23:09,00:00:01
Google Play Music,01-02-2019,08:23:09,00:00:08
Screen off (locked),01-02-2019,08:23:17,00:00:26
Screen on (locked),01-02-2019,08:23:44,00:00:01
Screen on (unlocked),01-02-2019,08:23:45,00:00:00
Google Play Music,01-02-2019,08:23:45,00:00:01
Google,01-02-2019,08:23:46,00:00:01
WPS Office,01-02-2019,08:23:47,00:00:46
Google,01-02-2019,08:24:34,00:01:01
Screen off,01-02-2019,08:25:35,00:11:55
Screen on (locked),01-02-2019,08:37:30,00:00:02
Screen on (unlocked),01-02-2019,08:37:32,00:00:04
Screen off,01-02-2019,08:38:43,00:02:39
Screen on (unlocked),01-02-2019,08:41:22,00:00:01
Google,01-02-2019,08:41:24,00:00:04
Screen off (locked),01-02-2019,08:41:28,00:03:21
Screen on (locked),01-02-2019,08:44:49,00:00:01
Screen on (unlocked),01-02-2019,08:44:50,00:00:00
Google,01-02-2019,08:44:51,00:00:12
Screen off (locked),01-02-2019,08:45:04,00:10:06
Screen on (locked),01-02-2019,08:55:10,00:00:05
Screen off (locked),01-02-2019,08:55:15,00:00:18
Screen on (locked),01-02-2019,08:55:33,00:00:02
Screen off (locked),01-02-2019,08:55:35,00:47:58
Screen on (locked),01-02-2019,09:43:33,00:00:08
Screen off (locked),01-02-2019,09:43:41,00:06:44
Screen on (locked),01-02-2019,09:50:25,00:00:02
Google,01-02-2019,09:50:27,00:00:00
Screen on (unlocked),01-02-2019,09:50:27,00:01:21
Google Pay,01-02-2019,09:51:48,00:01:13
Google Play services,01-02-2019,09:53:01,00:00:33
Google Pay,01-02-2019,09:53:34,00:00:12
